system_id,system_name,system_class_code,system_class,organization_code,organization,system_field_code,system_field,architecture_code,architecture,reduction_code,reduction,pf_code,pf,year
A000265,人事・給与関係業務情報システム,030,情報処理システム,F1,人事院,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000276,意向届オンラインシステム,030,情報処理システム,F1,人事院,030,受付記録系システム,040,外部サービス利用型,003,統合廃止,001,非該当,2016
A000298,メールマガジン配信・管理システム,030,情報処理システム,F1,人事院,020,情報提供系システム,040,外部サービス利用型,001,非該当,001,非該当,2016
A000302,インターネットによる受験申込みシステム,030,情報処理システム,F1,人事院,030,受付記録系システム,040,外部サービス利用型,004,吸収統合,001,非該当,2016
A000302,インターネットによる受験申込みシステム,030,情報処理システム,F1,人事院,030,受付記録系システム,030,Webサーバ型,004,吸収統合,001,非該当,2016
A000313,国家公務員採用試験合格発表サーバー,030,情報処理システム,F1,人事院,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2016
A000313,国家公務員採用試験合格発表サーバー,030,情報処理システム,F1,人事院,020,情報提供系システム,040,外部サービス利用型,003,統合廃止,001,非該当,2016
A000346,苦情相談システム（苦情相談データベースシステム）,030,情報処理システム,F1,人事院,040,蓄積検索系システム,030,Webサーバ型,006,単純廃止,001,非該当,2016
A000346,苦情相談システム（苦情相談データベースシステム）,030,情報処理システム,F1,人事院,030,受付記録系システム,030,Webサーバ型,006,単純廃止,001,非該当,2016
A000357,苦情相談システム（メール相談システム）,030,情報処理システム,F1,人事院,030,受付記録系システム,040,外部サービス利用型,003,統合廃止,001,非該当,2016
A000368,港湾WAN通信ネットワークシステム,020,通信ネットワークシステム,S1,国土交通省,,,,,008,縮小改善,001,非該当,2016
A000405,出退情報表示システム,030,情報処理システム,J1,内閣府,010,内部管理業務系システム,030,Webサーバ型,003,統合廃止,001,非該当,2016
A000438,行政総合事務システム（給与編）,030,情報処理システム,J1,内閣府,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A000450,内閣府LAN（共通システム）,010,府省内ＬＡＮ,J1,内閣府,,,050,共通システム基盤利用型,001,非該当,001,非該当,2016
A000450,内閣府LAN（共通システム）,010,府省内ＬＡＮ,J1,内閣府,,,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A000472,政府広報ウェブサイト,030,情報処理システム,J1,内閣府,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A000483,NPO情報管理・公開システム,030,情報処理システム,J1,内閣府,040,蓄積検索系システム,040,外部サービス利用型,001,非該当,002,全部移行,2016
A000483,NPO情報管理・公開システム,030,情報処理システム,J1,内閣府,020,情報提供系システム,040,外部サービス利用型,001,非該当,002,全部移行,2016
A000483,NPO情報管理・公開システム,030,情報処理システム,J1,内閣府,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000483,NPO情報管理・公開システム,030,情報処理システム,J1,内閣府,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000494,景気ウォッチャー調査webシステム,030,情報処理システム,J1,内閣府,050,計算分析系システム,040,外部サービス利用型,001,非該当,001,非該当,2016
A000519,中央防災無線ＷＥＢ,030,情報処理システム,J1,内閣府,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A000520,総合防災情報システム,030,情報処理システム,J1,内閣府,060,観測解析系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A000520,総合防災情報システム,030,情報処理システム,J1,内閣府,060,観測解析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A000531,栄典事務効率化システム,030,情報処理システム,J1,内閣府,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A000553,沖縄戦関係資料閲覧室ホームページ,030,情報処理システム,J1,内閣府,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2016
A000586,機械受注統計調査票の回収システム,030,情報処理システム,J1,内閣府,030,受付記録系システム,040,外部サービス利用型,001,非該当,001,非該当,2016
A000586,機械受注統計調査票の回収システム,030,情報処理システム,J1,内閣府,020,情報提供系システム,040,外部サービス利用型,001,非該当,001,非該当,2016
A000597,経済社会総合研究所ネットワークシステムによるサービスの提供,020,通信ネットワークシステム,J1,内閣府,700,その他,040,外部サービス利用型,001,非該当,001,非該当,2016
A000623,日本学術会議事務局電子掲示板,030,情報処理システム,J1,内閣府,700,その他,040,外部サービス利用型,001,非該当,001,非該当,2016
A000634,日本学術会議事務局無線LANシステム,030,情報処理システム,J1,内閣府,700,その他,040,外部サービス利用型,001,非該当,001,非該当,2016
A000645,食品安全総合情報システム,030,情報処理システム,J1,内閣府,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000645,食品安全総合情報システム,030,情報処理システム,J1,内閣府,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000678,公益認定等総合情報システム,030,情報処理システム,J1,内閣府,030,受付記録系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000678,公益認定等総合情報システム,030,情報処理システム,J1,内閣府,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000678,公益認定等総合情報システム,030,情報処理システム,J1,内閣府,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000690,沖縄総合事務局基幹ＬＡＮシステム,010,府省内ＬＡＮ,J1,内閣府,120,共通システム基盤,,,001,非該当,001,非該当,2016
A000704,沖縄総合事務局総務部ＬＡＮシステム,010,府省内ＬＡＮ,J1,内閣府,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A000715,沖縄総合事務局財務部ＬＡＮシステム,010,府省内ＬＡＮ,J1,内閣府,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A000726,沖縄総合事務局農林水産部行政情報LANシステム,010,府省内ＬＡＮ,J1,内閣府,,,,,003,統合廃止,001,非該当,2016
A000737,沖縄総合事務局運輸部LANシステム,010,府省内ＬＡＮ,J1,内閣府,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A000748,道路情報提供システム,030,情報処理システム,J1,内閣府,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2016
A000759,開発建設部LANシステム,010,府省内ＬＡＮ,J1,内閣府,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A000760,宮内庁情報ネットワークシステム,010,府省内ＬＡＮ,J2,宮内庁,,,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A000771,宮内庁公開システム,030,情報処理システム,J2,宮内庁,020,情報提供系システム,030,Webサーバ型,001,非該当,003,部分移行,2016
A000771,宮内庁公開システム,030,情報処理システム,J2,宮内庁,030,受付記録系システム,030,Webサーバ型,001,非該当,003,部分移行,2016
A000771,宮内庁公開システム,030,情報処理システム,J2,宮内庁,040,蓄積検索系システム,030,Webサーバ型,001,非該当,003,部分移行,2016
A000782,CADシステム,030,情報処理システム,J2,宮内庁,110,その他業務系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A000782,CADシステム,030,情報処理システム,J2,宮内庁,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A000782,CADシステム,030,情報処理システム,J2,宮内庁,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A000782,CADシステム,030,情報処理システム,J2,宮内庁,090,施設管理系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A000782,CADシステム,030,情報処理システム,J2,宮内庁,090,施設管理系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A000782,CADシステム,030,情報処理システム,J2,宮内庁,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A000793,正倉院宝物公開管理システム,030,情報処理システム,J2,宮内庁,020,情報提供系システム,040,外部サービス利用型,001,非該当,002,全部移行,2016
A000793,正倉院宝物公開管理システム,030,情報処理システム,J2,宮内庁,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000793,正倉院宝物公開管理システム,030,情報処理システム,J2,宮内庁,040,蓄積検索系システム,040,外部サービス利用型,001,非該当,002,全部移行,2016
A000793,正倉院宝物公開管理システム,030,情報処理システム,J2,宮内庁,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A000818,公正取引委員会ホームページシステム,030,情報処理システム,J3,公正取引委員会,020,情報提供系システム,040,外部サービス利用型,004,吸収統合,002,全部移行,2016
A000818,公正取引委員会ホームページシステム,030,情報処理システム,J3,公正取引委員会,030,受付記録系システム,040,外部サービス利用型,004,吸収統合,002,全部移行,2016
A000829,公正取引委員会内ネットワーク,010,府省内ＬＡＮ,J3,公正取引委員会,,,,,001,非該当,001,非該当,2016
A000830,審決等データベースシステム,030,情報処理システム,J3,公正取引委員会,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2016
A000830,審決等データベースシステム,030,情報処理システム,J3,公正取引委員会,040,蓄積検索系システム,030,Webサーバ型,003,統合廃止,001,非該当,2016
A000841,国家公務員ＩＣカード発行管理システム,030,情報処理システム,J3,公正取引委員会,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A000852,国家公務員ICカードシステム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000863,DNA型鑑定支援装置,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000874,交通事故データ集計システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000885,ウェブサイト・モニタリング情報集約装置,030,情報処理システム,J5,警察庁,,,,,006,単純廃止,001,非該当,2016
A000896,全国的情報処理センター用電子計算機,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000911,運転者管理システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000922,運転免許証認証局,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000933,行政情報管理システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000944,警察総合捜査情報システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000955,指掌紋自動識別システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A000999,警察庁WANシステム,030,情報処理システム,J5,警察庁,,,,,004,吸収統合,001,非該当,2016
A001037,オープンネットワークシステム,030,情報処理システム,J5,警察庁,,,,,004,吸収統合,001,非該当,2016
A001048,受付システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,003,部分移行,2016
A001060,図書館システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,002,全部移行,2016
A001071,不当要求情報管理機関支援システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A001082,人事・給与関係業務情報システム,030,情報処理システム,J5,警察庁,,,,,007,新設統合,001,非該当,2016
A001093,警察庁ウェブサイト,030,情報処理システム,J5,警察庁,,,,,001,非該当,002,全部移行,2016
A001107,ワールドワイド電子メールシステム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A001118,ＩＣＰＯメッセージ交換システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A001130,図書管理システム,030,情報処理システム,J5,警察庁,,,,,003,統合廃止,001,非該当,2016
A001141,科学警察研究所　研究用インターネット接続LAN,030,情報処理システム,J5,警察庁,,,,,004,吸収統合,001,非該当,2016
A001152,鑑定管理システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A001163,皇宮警察護衛警備サポートシステム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A001174,護衛警備システム,030,情報処理システム,J5,警察庁,,,,,001,非該当,001,非該当,2016
A001185,金融商品取引法に基づく有価証券報告書等の開示書類に関する電子開示システム,030,情報処理システム,J6,金融庁,030,受付記録系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A001185,金融商品取引法に基づく有価証券報告書等の開示書類に関する電子開示システム,030,情報処理システム,J6,金融庁,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A001196,金融庁ウェブサイトシステム,030,情報処理システム,J6,金融庁,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001196,金融庁ウェブサイトシステム,030,情報処理システム,J6,金融庁,030,受付記録系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001200,金融庁電子申請・届出システム,030,情報処理システム,J6,金融庁,030,受付記録系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001211,金融庁業務支援統合システム,030,情報処理システム,J6,金融庁,110,その他業務系システム,030,Webサーバ型,007,新設統合,002,全部移行,2016
A001266,インターネット巡回監視システム,030,情報処理システム,J6,金融庁,070,監視系システム,040,外部サービス利用型,001,非該当,001,非該当,2016
A001266,インターネット巡回監視システム,030,情報処理システム,J6,金融庁,040,蓄積検索系システム,040,外部サービス利用型,001,非該当,001,非該当,2016
A001277,金融庁ネットワーク（LAN),010,府省内ＬＡＮ,J6,金融庁,,,,,004,吸収統合,001,非該当,2016
A001303,信用リスク・オペレーショナルリスク検証システム,030,情報処理システム,J6,金融庁,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,006,単純廃止,001,非該当,2016
A001303,信用リスク・オペレーショナルリスク検証システム,030,情報処理システム,J6,金融庁,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,006,単純廃止,001,非該当,2016
A001325,公認会計士試験システム,030,情報処理システム,J6,金融庁,110,その他業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001336,金融庁給与計算システム,030,情報処理システム,J6,金融庁,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A001336,金融庁給与計算システム,030,情報処理システム,J6,金融庁,010,内部管理業務系システム,010,メインフレーム型,003,統合廃止,001,非該当,2016
A001347,資金前渡官吏システム,030,情報処理システム,J6,金融庁,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A001369,ICカード発行管理システム,030,情報処理システム,J6,金融庁,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A001369,ICカード発行管理システム,030,情報処理システム,J6,金融庁,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A001381,図書館運営システム,030,情報処理システム,J6,金融庁,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001406,店頭デリバティブ取引情報報告・蓄積システム,030,情報処理システム,J6,金融庁,030,受付記録系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001417,消費者庁ホームページシステム,030,情報処理システム,J7,消費者庁,110,その他業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001417,消費者庁ホームページシステム,030,情報処理システム,J7,消費者庁,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001417,消費者庁ホームページシステム,030,情報処理システム,J7,消費者庁,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001417,消費者庁ホームページシステム,030,情報処理システム,J7,消費者庁,110,その他業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001428,消費者庁ネットワークシステム,010,府省内ＬＡＮ,J7,消費者庁,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A001439,復興庁ホームページ,030,情報処理システム,V1,復興庁,020,情報提供系システム,040,外部サービス利用型,006,単純廃止,001,非該当,2016
A001440,ICカード発行管理システム,030,情報処理システム,K1,総務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A001462,ICカード発行管理システム（庁舎管理室）,030,情報処理システム,K1,総務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A001473,出退表示システム,030,情報処理システム,K1,総務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2016
A001495,総務省図書館情報管理システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001495,総務省図書館情報管理システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001521,ＷＢＴシステム,030,情報処理システム,K1,総務省,700,その他,040,外部サービス利用型,001,非該当,001,非該当,2016
A001532,消防大学校教務管理システム,030,情報処理システム,K3,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A001532,消防大学校教務管理システム,030,情報処理システム,K3,総務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A001543,総務省共通基盤支援システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001554,総務省LAN,010,府省内ＬＡＮ,K1,総務省,,,,,001,非該当,001,非該当,2016
A001565,総務省ホームページ,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001565,総務省ホームページ,030,情報処理システム,K1,総務省,020,情報提供系システム,040,外部サービス利用型,001,非該当,002,全部移行,2016
A001576,恩給事務総合システム,030,情報処理システム,K1,総務省,110,その他業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001587,債権管理補助システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,006,単純廃止,001,非該当,2016
A001598,労働判例検索システム,030,情報処理システム,G1,内閣官房,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001613,電子政府利用支援センター,030,情報処理システム,K1,総務省,110,その他業務系システム,030,Webサーバ型,005,単純縮小,002,全部移行,2016
A001613,電子政府利用支援センター,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,005,単純縮小,002,全部移行,2016
A001624,政府共通プラットフォーム,030,情報処理システム,K1,総務省,120,共通システム基盤,050,共通システム基盤利用型,001,非該当,001,非該当,2016
A001635,一元的な文書管理システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001635,一元的な文書管理システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,004,吸収統合,002,全部移行,2016
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2016
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,004,吸収統合,002,全部移行,2016
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2016
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2016
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,030,受付記録系システム,050,共通システム基盤利用型,004,吸収統合,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,050,計算分析系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,050,計算分析系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001668,共通情報検索システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001668,共通情報検索システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001668,共通情報検索システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001679,国家公務員ICカード身分証府省間データ交換サーバシステム,030,情報処理システム,K1,総務省,110,その他業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001679,国家公務員ICカード身分証府省間データ交換サーバシステム,030,情報処理システム,K1,総務省,110,その他業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001691,政府認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A001691,政府認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,030,Webサーバ型,001,非該当,001,非該当,2016
A001691,政府認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,040,外部サービス利用型,001,非該当,001,非該当,2016
A001705,オンライン研修システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001705,オンライン研修システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001716,研修LANシステム,030,情報処理システム,K1,総務省,700,その他,030,Webサーバ型,001,非該当,001,非該当,2016
A001716,研修LANシステム,030,情報処理システム,K1,総務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A001727,政府共通ネットワーク,020,通信ネットワークシステム,K1,総務省,120,共通システム基盤,700,その他,001,非該当,001,非該当,2016
A001749,電子掲示板システム,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001750,電子文書交換システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001750,電子文書交換システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001761,情報公開・個人情報保護関係答申・判決データベース,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001772,行政相談総合システム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,001,非該当,003,部分移行,2016
A001794,地方行税政統計システム,030,情報処理システム,K1,総務省,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001808,合併デジタルアーカイブ,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001808,合併デジタルアーカイブ,030,情報処理システム,K1,総務省,700,その他,030,Webサーバ型,001,非該当,002,全部移行,2016
A001808,合併デジタルアーカイブ,030,情報処理システム,K1,総務省,700,その他,040,外部サービス利用型,001,非該当,002,全部移行,2016
A001808,合併デジタルアーカイブ,030,情報処理システム,K1,総務省,020,情報提供系システム,040,外部サービス利用型,001,非該当,002,全部移行,2016
A001819,国政選挙に係る投・開票速報オンラインシステム,030,情報処理システム,K1,総務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2016
A001820,政治資金・政党助成関係申請・届出オンラインシステム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001820,政治資金・政党助成関係申請・届出オンラインシステム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,050,計算分析系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,020,情報提供系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001831,地方財政決算情報管理システム,030,情報処理システム,K1,総務省,030,受付記録系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001842,海外電気通信データベースシステム,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2016
A001875,電気通信行政情報システム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001875,電気通信行政情報システム,030,情報処理システム,K1,総務省,030,受付記録系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2016
A001886,調達総合情報システム,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001886,調達総合情報システム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,030,受付記録系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2016
A001897,電子調達システム,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2016
